0	0.12	-0.00788537
0.01	0.119921	-0.0157707
0.02	0.119763	-0.0236509
0.03	0.119527	-0.0315208
0.04	0.119212	-0.039375
0.05	0.118818	-0.0472086
0.06	0.118346	-0.0550163
0.07	0.117796	-0.062793
0.08	0.117168	-0.0705335
0.09	0.116462	-0.0782328
0.1	0.11568	-0.0858857
0.11	0.114821	-0.0934872
0.12	0.113886	-0.101032
0.13	0.112876	-0.108516
0.14	0.111791	-0.115933
0.15	0.110632	-0.123279
0.16	0.109399	-0.130549
0.17	0.108093	-0.137738
0.18	0.106716	-0.144841
0.19	0.105268	-0.151853
0.2	0.103749	-0.15877
0.21	0.102161	-0.165588
0.22	0.100505	-0.172301
0.23	0.0987824	-0.178905
0.24	0.0969934	-0.185396
0.25	0.0951394	-0.19177
0.26	0.0932217	-0.198022
0.27	0.0912415	-0.204147
0.28	0.0892	-0.210143
0.29	0.0870986	-0.216005
0.3	0.0849385	-0.221728
0.31	0.0827212	-0.227309
0.32	0.0804481	-0.232745
0.33	0.0781207	-0.238031
0.34	0.0757404	-0.243165
0.35	0.0733087	-0.248142
0.36	0.0708273	-0.252959
0.37	0.0682977	-0.257613
0.38	0.0657216	-0.262101
0.39	0.0631006	-0.26642
0.4	0.0604364	-0.270566
0.41	0.0577307	-0.274538
0.42	0.0549853	-0.278331
0.43	0.052202	-0.281944
0.44	0.0493826	-0.285375
0.45	0.0465288	-0.28862
0.46	0.0436426	-0.291677
0.47	0.0407259	-0.294545
0.48	0.0377804	-0.297221
0.49	0.0348082	-0.299704
0.5	0.0318112	-0.301991
0.51	0.0287913	-0.304081
0.52	0.0257504	-0.305973
0.53	0.0226907	-0.307665
0.54	0.0196141	-0.309156
0.55	0.0165225	-0.310445
0.56	0.013418	-0.311531
0.57	0.0103027	-0.312413
0.58	0.0071786	-0.31309
0.59	0.00404771	-0.313561
0.6	0.000912091	-0.313827
0.61	-0.00222618	-0.313887
0.62	-0.00536506	-0.313741
0.63	-0.00850247	-0.313389
0.64	-0.0116364	-0.31283
0.65	-0.0147647	-0.312065
0.66	-0.0178853	-0.311095
0.67	-0.0209963	-0.30992
0.68	-0.0240955	-0.30854
0.69	-0.0271809	-0.306957
0.7	-0.0302504	-0.305171
0.71	-0.0333021	-0.303183
0.72	-0.036334	-0.300994
0.73	-0.0393439	-0.298607
0.74	-0.04233	-0.296022
0.75	-0.0452902	-0.29324
0.76	-0.0482226	-0.290264
0.77	-0.0511252	-0.287095
0.78	-0.0539962	-0.283736
0.79	-0.0568335	-0.280187
0.8	-0.0596354	-0.276453
0.81	-0.0623999	-0.272534
0.82	-0.0651253	-0.268434
0.83	-0.0678096	-0.264154
0.84	-0.0704512	-0.259698
0.85	-0.0730481	-0.255069
0.86	-0.0755988	-0.250269
0.87	-0.0781015	-0.245301
0.88	-0.0805545	-0.240169
0.89	-0.0829562	-0.234876
0.9	-0.085305	-0.229424
0.91	-0.0875992	-0.223819
0.92	-0.0898374	-0.218063
0.93	-0.092018	-0.212159
0.94	-0.0941396	-0.206113
0.95	-0.0962008	-0.199927
0.96	-0.0982	-0.193605
0.97	-0.100136	-0.187152
0.98	-0.102008	-0.180572
0.99	-0.103813	-0.173869
1	-0.105552	-0.167047
1.01	-0.107222	-0.160111
1.02	-0.108824	-0.153066
1.03	-0.110354	-0.145915
1.04	-0.111813	-0.138663
1.05	-0.1132	-0.131316
1.06	-0.114513	-0.123877
1.07	-0.115752	-0.116352
1.08	-0.116915	-0.108746
1.09	-0.118003	-0.101064
1.1	-0.119014	-0.0933094
1.11	-0.119947	-0.0854888
1.12	-0.120802	-0.077607
1.13	-0.121578	-0.0696689
1.14	-0.122274	-0.0616799
1.15	-0.122891	-0.0536451
1.16	-0.123428	-0.0455697
1.17	-0.123883	-0.0374591
1.18	-0.124258	-0.0293186
1.19	-0.124551	-0.0211534
1.2	-0.124763	-0.012969
1.21	-0.124892	-0.00477065
1.22	-0.12494	0.0034362
1.23	-0.124906	0.0116462
1.24	-0.124789	0.0198539
1.25	-0.124591	0.028054
1.26	-0.12431	0.036241
1.27	-0.123948	0.0444096
1.28	-0.123504	0.0525544
1.29	-0.122978	0.06067
1.3	-0.122371	0.068751
1.31	-0.121684	0.0767922
1.32	-0.120916	0.0847882
1.33	-0.120068	0.0927338
1.34	-0.119141	0.100624
1.35	-0.118134	0.108453
1.36	-0.11705	0.116215
1.37	-0.115888	0.123907
1.38	-0.114649	0.131522
1.39	-0.113333	0.139056
1.4	-0.111943	0.146503
1.41	-0.110478	0.153859
1.42	-0.108939	0.161119
1.43	-0.107328	0.168277
1.44	-0.105645	0.17533
1.45	-0.103892	0.182272
1.46	-0.102069	0.189099
1.47	-0.100178	0.195806
1.48	-0.0982203	0.202389
1.49	-0.0961964	0.208843
1.5	-0.0941079	0.215164
1.51	-0.0919563	0.221348
1.52	-0.0897428	0.227391
1.53	-0.0874689	0.233288
1.54	-0.085136	0.239036
1.55	-0.0827457	0.24463
1.56	-0.0802994	0.250067
1.57	-0.0777987	0.255344
1.58	-0.0752453	0.260456
1.59	-0.0726407	0.265401
1.6	-0.0699867	0.270174
1.61	-0.067285	0.274773
1.62	-0.0645372	0.279194
1.63	-0.0617453	0.283435
1.64	-0.0589109	0.287493
1.65	-0.056036	0.291364
1.66	-0.0531224	0.295046
1.67	-0.0501719	0.298537
1.68	-0.0471865	0.301833
1.69	-0.0441682	0.304934
1.7	-0.0411189	0.307837
1.71	-0.0380405	0.310539
1.72	-0.0349351	0.313038
1.73	-0.0318047	0.315334
1.74	-0.0286514	0.317424
1.75	-0.0254772	0.319306
1.76	-0.0222841	0.320981
1.77	-0.0190743	0.322445
1.78	-0.0158498	0.323698
1.79	-0.0126129	0.32474
1.8	-0.00936546	0.325569
1.81	-0.00610977	0.326184
1.82	-0.00284793	0.326586
1.83	0.000417922	0.326773
1.84	0.00368565	0.326745
1.85	0.0069531	0.326503
1.86	0.0102181	0.326046
1.87	0.0134786	0.325375
1.88	0.0167323	0.324489
1.89	0.0199772	0.32339
1.9	0.0232111	0.322077
1.91	0.0264319	0.320552
1.92	0.0296374	0.318815
1.93	0.0328256	0.316867
1.94	0.0359942	0.31471
1.95	0.0391413	0.312345
1.96	0.0422648	0.309773
1.97	0.0453625	0.306996
1.98	0.0484325	0.304015
1.99	0.0514726	0.300832
2	0.0544809	0.29745
2.01	0.0574554	0.29387
2.02	0.0603941	0.290094
2.03	0.0632951	0.286126
2.04	0.0661563	0.281967
2.05	0.068976	0.277619
2.06	0.0717522	0.273087
2.07	0.0744831	0.268372
2.08	0.0771668	0.263478
2.09	0.0798016	0.258407
2.1	0.0823856	0.253163
2.11	0.0849173	0.247749
2.12	0.0873947	0.242169
2.13	0.0898164	0.236426
2.14	0.0921807	0.230524
2.15	0.0944859	0.224467
2.16	0.0967306	0.218258
2.17	0.0989132	0.211902
2.18	0.101032	0.205402
2.19	0.103086	0.198763
2.2	0.105074	0.191989
2.21	0.106994	0.185085
2.22	0.108845	0.178054
2.23	0.110625	0.170902
2.24	0.112334	0.163632
2.25	0.11397	0.156251
2.26	0.115533	0.148762
2.27	0.117021	0.14117
2.28	0.118432	0.13348
2.29	0.119767	0.125698
2.3	0.121024	0.117828
2.31	0.122202	0.109875
2.32	0.123301	0.101845
2.33	0.12432	0.0937427
2.34	0.125257	0.0855734
2.35	0.126113	0.0773426
2.36	0.126886	0.0690556
2.37	0.127577	0.0607177
2.38	0.128184	0.0523345
2.39	0.128707	0.0439113
2.4	0.129146	0.0354538
2.41	0.129501	0.0269674
2.42	0.129771	0.0184577
2.43	0.129955	0.0099303
2.44	0.130054	0.00139076
2.45	0.130068	-0.0071553
2.46	0.129997	-0.0157023
2.47	0.12984	-0.0242446
2.48	0.129597	-0.0327765
2.49	0.12927	-0.0412925
2.5	0.128857	-0.049787
2.51	0.128359	-0.0582544
2.52	0.127776	-0.066689
2.53	0.127109	-0.0750854
2.54	0.126358	-0.0834379
2.55	0.125524	-0.0917411
2.56	0.124607	-0.0999895
2.57	0.123607	-0.108178
2.58	0.122525	-0.1163
2.59	0.121362	-0.124351
2.6	0.120119	-0.132326
2.61	0.118795	-0.140219
2.62	0.117393	-0.148025
2.63	0.115913	-0.15574
2.64	0.114355	-0.163356
2.65	0.112722	-0.170871
2.66	0.111013	-0.178278
2.67	0.10923	-0.185573
2.68	0.107375	-0.19275
2.69	0.105447	-0.199806
2.7	0.103449	-0.206735
2.71	0.101382	-0.213533
2.72	0.0992464	-0.220195
2.73	0.0970444	-0.226717
2.74	0.0947773	-0.233093
2.75	0.0924463	-0.239321
2.76	0.0900531	-0.245396
2.77	0.0875991	-0.251314
2.78	0.085086	-0.25707
2.79	0.0825153	-0.262661
2.8	0.0798887	-0.268083
2.81	0.0772079	-0.273333
2.82	0.0744745	-0.278406
2.83	0.0716905	-0.2833
2.84	0.0688575	-0.288011
2.85	0.0659774	-0.292536
2.86	0.063052	-0.296871
2.87	0.0600833	-0.301014
2.88	0.0570731	-0.304963
2.89	0.0540235	-0.308713
2.9	0.0509364	-0.312263
2.91	0.0478138	-0.31561
2.92	0.0446577	-0.318752
2.93	0.0414701	-0.321687
2.94	0.0382533	-0.324412
2.95	0.0350092	-0.326925
2.96	0.0317399	-0.329226
2.97	0.0284476	-0.331311
2.98	0.0251345	-0.333181
2.99	0.0218027	-0.334832
3	0.0184544	-0.336265
3.01	0.0150918	-0.337478
3.02	0.011717	-0.338469
3.03	0.00833228	-0.339239
3.04	0.00493989	-0.339787
3.05	0.00154202	-0.340112
3.06	-0.0018591	-0.340213
3.07	-0.00526123	-0.340091
3.08	-0.00866213	-0.339745
3.09	-0.0120596	-0.339176
3.1	-0.0154513	-0.338383
3.11	-0.0188352	-0.337368
3.12	-0.0222089	-0.33613
3.13	-0.0255702	-0.334671
3.14	-0.0289169	-0.332991
3.15	-0.0322468	-0.33109
3.16	-0.0355577	-0.328972
3.17	-0.0388474	-0.326635
3.18	-0.0421137	-0.324082
3.19	-0.0453546	-0.321315
3.2	-0.0485677	-0.318335
3.21	-0.0517511	-0.315143
3.22	-0.0549025	-0.311742
3.23	-0.0580199	-0.308135
3.24	-0.0611013	-0.304322
3.25	-0.0641445	-0.300307
3.26	-0.0671476	-0.296092
3.27	-0.0701085	-0.29168
3.28	-0.0730253	-0.287073
3.29	-0.075896	-0.282274
3.3	-0.0787187	-0.277287
3.31	-0.0814916	-0.272114
3.32	-0.0842128	-0.266759
3.33	-0.0868804	-0.261226
3.34	-0.0894926	-0.255517
3.35	-0.0920478	-0.249636
3.36	-0.0945441	-0.243587
3.37	-0.09698	-0.237375
3.38	-0.0993538	-0.231002
3.39	-0.101664	-0.224473
