0	0.12	-0.0788537
0.1	0.112115	-0.157707
0.2	0.0963439	-0.23138
0.3	0.0732059	-0.294688
0.4	0.0437371	-0.342793
0.5	0.00945777	-0.371533
0.6	-0.0276956	-0.377748
0.7	-0.0654704	-0.359549
0.8	-0.101425	-0.316528
0.9	-0.133078	-0.24988
1	-0.158066	-0.162432
1.1	-0.174309	-0.0585646
1.2	-0.180166	0.0559765
1.3	-0.174568	0.174366
1.4	-0.157131	0.289077
1.5	-0.128224	0.39233
1.6	-0.0889907	0.476588
1.7	-0.0413319	0.535065
1.8	0.0121746	0.562225
1.9	0.0683971	0.554225
2	0.12382	0.50928
2.1	0.174748	0.427916
2.2	0.217539	0.313087
2.3	0.248848	0.170139
2.4	0.265862	0.00661768
2.5	0.266524	-0.168084
2.6	0.249715	-0.34322
2.7	0.215393	-0.507312
2.8	0.164662	-0.64885
2.9	0.099777	-0.757052
3	0.0240719	-0.822616
3.1	-0.0581898	-0.838434
3.2	-0.142033	-0.800197
3.3	-0.222053	-0.706865
